,Unnamed: 0,videoId,scanTimeStamp,videoExactPublishDate,creatorSubscriberNumber,videoTrendsRanking,videoLengthSeconds,videoType,videoCategory,trendingCountry,exactViewNumber,numberLikes,numberOfComments,isCreatorVerified,videoKeywords,Epoch,firstTrendingTime,timeToTrendSeconds,isTrend
160,47,sRtFQf5wQ-U,2023-12-19 02:08:38.446968576+00:00,2023-12-17 23:21:13+00:00,395000,45,283,Now,People & Blogs,FR,147519,2200.0,288.0,True,"['2023/24', 'football', 'futebol', 'goals', 'golos', 'highlights', 'liga portugal', 'liga portugal betclic', 'liga portuguesa', 'portugal', 'portuguese league', 'primeira liga', 'resumo', 'season 23/24', 'soccer', 'sp:dt=2023-12-17T20:30:00Z', 'sp:li=port', 'sp:st=soccer', 'sp:ti:away=SLB', 'sp:ti:home=SCB', 'sp:ty=high']",2,2023-12-19 01:03:55.763489024+00:00,92562.763489024,True
161,48,5VojZY6p798,2023-12-19 02:08:38.446968576+00:00,2023-12-17 14:49:09+00:00,916000,46,546,Now,Science & Technology,FR,62626,5000.0,344.0,True,"['TheiCollection', 'Studio TheiCollection', 'Setup TheiCollection', 'Apple', 'Tech', 'Roche Bobois', 'Polygonia Roche Bobois', 'Furtif Roche Bobois', 'Bureau Roche Bobois', 'Setup highTech', 'HighTech', 'Technologie', 'JB', 'Jojol', 'Gentil', 'Garçon', 'Astuces tournage', 'astuces', 'setup astuce', 'setup caméra', 'setup tech', 'studio tech', 'The Frame', 'Philips hue', 'Astuces Philips Hue']",2,2023-12-19 01:03:55.763489024+00:00,123286.763489024,True
162,49,qj9REJK5K3w,2023-12-19 02:08:38.446968576+00:00,2023-12-17 19:53:37+00:00,2040000,47,835,Now,Sports,FR,199950,3000.0,229.0,True,"['coupe', 'du', 'monde', 'championnat', 'championnats', 'mondial', 'hand', 'handball', 'equipe', 'de', 'france', 'bleu', 'bleus', 'bleue', 'bleues', 'norvege', 'norway']",2,2023-12-19 01:03:55.763489024+00:00,105018.763489024,True
163,50,5jrMwhmYW1A,2023-12-19 02:08:38.446968576+00:00,2023-12-14 15:56:41+00:00,158000,0,151,Recently Trending,Comedy,FR,928412,43000.0,2000.0,False,"['malik bentalha', 'encore', 'titanic', 'jamel comedy club', 'marrakech du rire', 'rendez-vous en terre inconnue', 'sketch', 'nouveau', 'spectacle', 'stand-up', 'entier', 'colors', 'jul', 'becan', 'show', 'sch', 'freeze corleone', 'haaarp', 'francais', 'fr', 'niska', 'tv', 'angele', 'kalash', 'chalgoumi', 'praud', 'cnews', ""l'heure de trop"", 'nouveau monde', 'pascal praud', ""l'heure des pros"", 'debat', 'islam', 'parodie', 'israel', 'palestine', 'djellaba', 'islamique', 'vetement', 'lastella', 'zemmour', 'comedy', 'comedie', 'humour', 'rap', 'freestyle', 'booska p', 'interview', 'fougasse', 'streaming', 'react', 'reaction', 'avis']",2,2023-12-19 01:03:55.763489024+00:00,378434.763489024,True
164,51,QdBZY2fkU-0,2023-12-19 02:08:38.446968576+00:00,2023-12-04 23:07:10+00:00,10300000,1,90,Recently Trending,Gaming,FR,153134670,10000000.0,832000.0,True,"['Rockstar Games', 'Grand Theft Auto VI', 'GTAVI', 'GTA 6', 'GTA Six', 'Grand Theft Auto', 'GTA', 'Vice City', 'Leonida']",2,2023-12-19 01:03:55.763489024+00:00,1216605.763489024,True
165,52,LnW-DwBrWLk,2023-12-19 02:08:38.446968576+00:00,2023-12-17 15:59:59+00:00,4000000,2,827,Recently Trending,Comedy,FR,497277,40000.0,565.0,True,,2,2023-12-19 01:03:55.763489024+00:00,119036.763489024,True
166,53,9gAADPMt1FU,2023-12-19 02:08:38.446968576+00:00,2023-12-17 18:28:05+00:00,724000,3,1056,Recently Trending,Comedy,FR,333432,58000.0,1300.0,True,,2,2023-12-19 01:03:55.763489024+00:00,110150.763489024,True
167,54,K4GQRiuNpP0,2023-12-19 02:08:38.446968576+00:00,2023-12-17 16:00:33+00:00,1990000,4,2773,Recently Trending,Howto & Style,FR,305351,13000.0,440.0,False,,2,2023-12-19 01:03:55.763489024+00:00,119002.763489024,True
168,55,6oLB9vDNvI0,2023-12-19 02:08:38.446968576+00:00,2023-12-15 17:47:00+00:00,2100000,5,394,Recently Trending,Entertainment,FR,700089,17000.0,616.0,True,"['booskap', 'booska-p', 'rap', 'hiphop', 'interview', 'freestyle', 'rap français', 'musique', 'jdr', 'rap fr', 'booska', 'booska p', 'la bul', 'jul', 'malik bentalha', 'malik bentalha sketch', ""mange moi l'ananas""]",2,2023-12-19 01:03:55.763489024+00:00,285415.763489024,True
169,56,HCJ2WHNpQqc,2023-12-19 02:08:38.446968576+00:00,2023-12-15 11:00:17+00:00,1200000,6,171,Recently Trending,Music,FR,509556,33000.0,935.0,False,"['PLK', 'Periph', 'périph', '92 93 94', 'polak']",2,2023-12-19 01:03:55.763489024+00:00,309818.763489024,True
170,57,pFpjyAp8aJ0,2023-12-19 02:08:38.446968576+00:00,2023-12-13 11:00:46+00:00,706000,7,7828,Recently Trending,Entertainment,FR,528732,19000.0,374.0,True,['Zack Nani'],2,2023-12-19 01:03:55.763489024+00:00,482589.763489024,True
171,58,zePFAZMUnbU,2023-12-19 02:08:38.446968576+00:00,2023-12-08 17:18:08+00:00,4910000,8,2314,Recently Trending,Howto & Style,FR,2227752,76000.0,817.0,True,"['Fastgoodcuisine', 'Fastgood', 'Fastfood', 'Qui est', 'Qui est l’imposteur', 'l’imposteur', 'Plat piégé', 'Piégé', 'Qui est le menteur', 'Le menteur', ""qui est l'imposteur"", 'Qui Aura Le Plat Piégé ?', ""qui aura l'objet piégé"", 'challenge', 'Qui est l’imposteur ?', 'inox', 'inoxtag', 'inoxtag imposteur', 'inoxtag fastgoodcuisine', 'fastgoodcuisine inoxtag', 'fastgoodcuisine inox', 'gurky', 'gurky fast food', 'gurky fastgoodcuisine', 'tacos piégé', 'fastfood piégé', 'gurky le murky']",2,2023-12-19 01:03:55.763489024+00:00,891947.763489024,True
172,59,dh8XxY717Gw,2023-12-19 02:08:38.446968576+00:00,2023-12-07 17:15:03+00:00,2500000,9,1740,Recently Trending,Autos & Vehicles,FR,3197983,324000.0,32000.0,True,"['vilebrequin', 'voiture', 'automobile', 'essai', 'test', 'vultech', 'vilbrequin', 'multipla', 'xantia', 'mécanique', ""dos d'âne"", 'dodane', 'dodane 130', 'dos dane 130', ""vilebrequin dos d'ane"", ""vilebrequin dos d'âne"", ""dos d'ane 170"", 'vilebrequin bus', 'drift', 'drole', 'fun', 'squeezie', 'amixem', 'joyca', '1000tipla', 'vilebrequin bourré', ""dos d'âne 170"", '1ÈRE 130', 'top gear', 'crash', 'accident', 'jump', 'drift bus', 'dodane 170', 'mcfly', 'fin vilebrequin', 'vilebrequin fini', 'arret vilebrequin', 'vilebrequin drama', 'vilebrequin fin', 'dernière video']",2,2023-12-19 01:03:55.763489024+00:00,978532.763489024,True
173,60,OBgUnwkPivg,2023-12-19 02:08:38.446968576+00:00,2023-12-15 17:22:32+00:00,1950000,10,509,Recently Trending,People & Blogs,FR,863613,5800.0,657.0,False,"['guy marchand', 'hommage', 'patrick sébastien']",2,2023-12-19 01:03:55.763489024+00:00,286883.763489024,True
174,61,WB9wpwPVzyY,2023-12-19 02:08:38.446968576+00:00,2023-12-08 17:00:37+00:00,6840000,11,229,Recently Trending,Music,FR,7511202,138000.0,1100.0,True,"['JuL', 'Alonzo', 'La fusion', 'Clip Officiel', 'La Route Est Longue', 'LREL']",2,2023-12-19 01:03:55.763489024+00:00,892998.763489024,True
175,62,aZOiDNzoeWQ,2023-12-19 02:08:38.446968576+00:00,2023-12-17 10:17:24+00:00,9190000,12,1679,Recently Trending,Entertainment,FR,983709,63000.0,1700.0,True,"['michou', 'roue', 'tournes', 'souffres', 'vidéo', 'Tu']",2,2023-12-19 01:03:55.763489024+00:00,139591.763489024,True
176,63,oByOOqDerrM,2023-12-19 02:08:38.446968576+00:00,2023-12-15 18:00:06+00:00,1150000,13,1800,Recently Trending,Entertainment,FR,394273,25000.0,327.0,False,,2,2023-12-19 01:03:55.763489024+00:00,284629.763489024,True
177,64,XE_IK7ouDuc,2023-12-19 02:08:38.446968576+00:00,2023-12-07 23:00:18+00:00,95800,14,238,Recently Trending,Music,FR,2812144,66000.0,2100.0,False,"['dadju i love you', 'tayc i love you', ""et si je te dit que je t'aime"", 'dadju tayc', 'tayc dadju', 'dadju tayc album', 'tayc dadju album', 'projet commun tayc dadju', 'projet commun dadju tayc', 'tayc dadju album commun', 'dadju tayc album commun', 'tayc dadju paroles', 'dadju tayc paroles']",2,2023-12-19 01:03:55.763489024+00:00,957817.763489024,True
178,65,_Gv62FX9fFc,2023-12-19 02:08:38.446968576+00:00,2023-12-07 17:30:05+00:00,53500,15,2669,Recently Trending,Entertainment,FR,1662684,51000.0,1000.0,False,"['Loris', 'giuliano', 'istanbul', 'station service', 'roman frayssinet', 'finale ldc', 'league des champions']",2,2023-12-19 01:03:55.763489024+00:00,977630.763489024,True
179,66,F8lPTlpThEo,2023-12-19 02:08:38.446968576+00:00,2023-12-08 17:01:00+00:00,1310000,16,203,Recently Trending,Music,FR,1241563,63000.0,1500.0,False,"['Zola', 'Koba', 'Koba Ła D', 'Kobalad', 'zola x koba Ła d', 'zola feat koba Ła d', 'aller sans retour', 'allersansretour', 'tiakoxgazo', 'Tiago x gazo', 'mlgx', 'La melo est gangz', 'Tiakola feat gazo', 'Zola feat koba aller sans retour', 'zola feat koba Ła d aller sans retour', 'Zola - Koba LaD', 'TruthRecords', 'BMF', 'Truth Records', 'AWA', 'AWA GANG', 'KORE', 'GAZO TIAKOLA', 'ALBUM COMMUN', 'Tiakola - Gazo', 'Gazo Tiakola']",2,2023-12-19 01:03:55.763489024+00:00,892975.763489024,True
180,67,EUtsTZK0YuY,2023-12-19 02:08:38.446968576+00:00,2023-12-15 16:00:14+00:00,627000,17,1106,Recently Trending,Entertainment,FR,775446,20000.0,1200.0,True,"['jai construit une piece secrete', 'jai construit une piece secrete dans ma maison de noel', 'jai construit une piece secrete maison', 'piece secrete maison', 'piece secrete maison de noel', 'piece secrete']",2,2023-12-19 01:03:55.763489024+00:00,291821.763489024,True
181,68,jclw_cAtcIg,2023-12-19 02:08:38.446968576+00:00,2023-12-15 17:00:09+00:00,226000,18,171,Recently Trending,Music,FR,345978,24000.0,945.0,False,,2,2023-12-19 01:03:55.763489024+00:00,288226.763489024,True
182,69,WnBynfbm4e8,2023-12-19 02:08:38.446968576+00:00,2023-12-13 22:30:33+00:00,985000,19,13791,Recently Trending,Sports,FR,685579,31000.0,109.0,True,"['foot', 'football', 'streaming', 'direct', 'match', 'sowdred', 'ligue des champions', 'champions league', 'ldc', 'paris saint germain', 'psg', 'paris', 'borussia dortmund', 'dortmund', 'psg dortmund', 'psg vs dortmund', 'paris dortmund', 'paris vs dortmund', 'paris sg dortmund', 'psg bvb', 'psg vs bvb', 'paris bvb', 'paris vs bvb', 'match en direct', 'matche en direct', 'match en direct aujourd-hui', 'psg dortmund live', 'psg bvb live', 'paris dortmund live', 'psg dortmund en direct', 'live psg dortmund', 'psg live', 'dortmund live', 'psg match']",2,2023-12-19 01:03:55.763489024+00:00,441202.763489024,True
183,70,TAKjuokhpyg,2023-12-19 02:08:38.446968576+00:00,2023-12-15 17:00:02+00:00,4390000,20,214,Recently Trending,Music,FR,319549,16000.0,688.0,False,"['lacrim', 'fugazi', 'en attendant corleone', 'plk', 'plk periph', 'kaaris', 'ninho', 'kerchak ziak', 'kerchak', 'lacrim rap', 'rap francais', 'lacrim baby gang', 'lacrim album', 'rap fr', 'rap', 'tendance rap', 'jul', 'jul alonzo', 'gazo', 'tiakola', 'gazo tiakola', 'zola koba la d', 'zola', 'koba la d', 'jul sdm', 'sdm', 'timal zed', 'mayo ninho', 'pnl']",2,2023-12-19 01:03:55.763489024+00:00,288233.763489024,True
184,71,6X1Ko_TExuM,2023-12-19 02:08:38.446968576+00:00,2023-12-16 11:45:00+00:00,34800,21,810,Recently Trending,Entertainment,FR,300553,5700.0,272.0,False,,2,2023-12-19 01:03:55.763489024+00:00,220735.763489024,True
185,72,YG3EhWlBaoI,2023-12-19 02:08:38.446968576+00:00,2023-12-15 02:31:24+00:00,3220000,22,209,Recently Trending,Music,FR,10298284,699000.0,81000.0,False,"['Playboi Carti', '2024', 'I AM MUSIC', 'MUSIC']",2,2023-12-19 01:03:55.763489024+00:00,340351.763489024,True
186,73,0VRHcvALBTk,2023-12-19 02:08:38.446968576+00:00,2023-12-15 07:00:00+00:00,195000,23,322,Recently Trending,Howto & Style,FR,465253,2100.0,,False,,2,2023-12-19 01:03:55.763489024+00:00,324235.763489024,True
187,74,H8xAfHCfrng,2023-12-19 02:08:38.446968576+00:00,2023-12-14 17:36:15+00:00,3330000,24,148,Recently Trending,Music,FR,1014018,29000.0,1600.0,False,,2,2023-12-19 01:03:55.763489024+00:00,372460.763489024,True
188,75,Ap7qPHeZcgM,2023-12-19 02:08:38.446968576+00:00,2023-12-17 07:18:06+00:00,1380000,25,481,Recently Trending,Entertainment,FR,327928,5000.0,354.0,False,"['colby covington', 'donald trump', 'droitufc', 'leon edwards', 'mma', 'sports de combat', 'ufc']",2,2023-12-19 01:03:55.763489024+00:00,150349.763489024,True
189,76,vvnlLGFv2mI,2023-12-19 02:08:38.446968576+00:00,2023-12-17 11:00:45+00:00,1540000,26,2208,Recently Trending,Autos & Vehicles,FR,595933,43000.0,1200.0,True,,2,2023-12-19 01:03:55.763489024+00:00,136990.763489024,True
190,77,InIdV5yM1WQ,2023-12-19 02:08:38.446968576+00:00,2023-12-12 17:00:14+00:00,80700,27,2901,Recently Trending,Film & Animation,FR,726617,26000.0,622.0,True,"['Les produits laitiers', 'Amine', 'Billy', 'Ferme', 'Produits laitiers']",2,2023-12-19 01:03:55.763489024+00:00,547421.763489024,True
191,78,6I5Xg7gz2CM,2023-12-19 02:08:38.446968576+00:00,2023-12-09 12:30:03+00:00,1300000,28,1890,Recently Trending,Entertainment,FR,830840,43000.0,1300.0,True,"['boucher', 'français', 'japon', 'viande', 'louis']",2,2023-12-19 01:03:55.763489024+00:00,822832.763489024,True
192,79,xu27rO4j1zc,2023-12-19 02:08:38.446968576+00:00,2023-12-15 17:00:07+00:00,352000,29,180,Recently Trending,Music,FR,458942,8300.0,266.0,False,"['we renoi', 'WE RENOI', 'We Renoi - Guadalajara (Clip Officiel)', 'WE RENOI 2021', 'we renoi 2021', 'we renoi officiel', 'we renoi clip', 'we renoi rap français', 'we renoi nouveauté rap', 'we renoi rap', 'we renoi clip rap français', 'we renoi video clip']",2,2023-12-19 01:03:55.763489024+00:00,288228.763489024,True
193,80,Rk8rSD1ryeI,2023-12-19 02:08:38.446968576+00:00,2023-12-13 18:00:18+00:00,342000,30,2562,Recently Trending,Entertainment,FR,317535,17000.0,1200.0,False,,2,2023-12-19 01:03:55.763489024+00:00,457417.763489024,True
194,81,QXFuHrFzeiQ,2023-12-19 02:08:38.446968576+00:00,2023-12-03 12:05:17+00:00,5940000,31,2753,Recently Trending,Entertainment,FR,2329178,143000.0,2400.0,True,"['Joyca', 'video', 'reaction', 'Français', 'blindtest', 'moyen age', 'medieval', 'seb', 'sofyan', 'musique']",2,2023-12-19 01:03:55.763489024+00:00,1342718.763489024,True
195,82,SG065LnQ08Q,2023-12-19 02:08:38.446968576+00:00,2023-12-16 18:02:38+00:00,688000,32,1941,Recently Trending,Entertainment,FR,194644,14000.0,200.0,True,"['billy', 'rebeudeter', 'jeu', 'jeux', 'horreur', 'fears', 'to', 'fantom', 'fathom', 'live', 'twitch', 'rediff', 'rediffusion', 'react']",2,2023-12-19 01:03:55.763489024+00:00,198077.763489024,True
196,83,yXuEz2Az0Pw,2023-12-19 02:08:38.446968576+00:00,2023-12-13 15:15:04+00:00,475000,33,1104,Recently Trending,Gaming,FR,326058,26000.0,644.0,True,"['Savun', 'Test en carton', 'TEC', 'avis', 'critique', 'review', 'savun', 'vayke', 'test', 'tec', 'test en carton', 'video test', 'ajestic', 'test dark souls', 'dark souls 3', 'dark souls 2', 'test starfield', 'avis starfield', 'starfield', 'bethesda', 'tod howard', 'todd howard', 'skyrim', 'fallout', 'ovlibion', 'xbox', 'phil spencer', 'microsoft', 'xbox series x', 'xbox series', 'playstation', 'PS5', 'playstation 5']",2,2023-12-19 01:03:55.763489024+00:00,467331.763489024,True
197,84,FuNLTys8xtQ,2023-12-19 02:08:38.446968576+00:00,2023-12-17 15:41:08+00:00,2510000,34,390,Recently Trending,Comedy,FR,307434,38000.0,619.0,True,"['kevin tran', 'kevin tran 陈科伟', 'rire jaune', 'le rire jaune', 'show jaune', 'le show jaune', 'kevin tran empereur', 'henry tran', 'cuisine', 'après mes toilettes', 'après mes toilettes ma cuisine', 'kevin tran cuisine', 'présentation de ma cuisine', 'cuisine tour', 'kitchen tour']",2,2023-12-19 01:03:55.763489024+00:00,120167.763489024,True
198,85,nxZsomptNw0,2023-12-19 02:08:38.446968576+00:00,2023-12-14 15:00:42+00:00,886000,35,157,Recently Trending,Music,FR,536375,13000.0,437.0,False,,2,2023-12-19 01:03:55.763489024+00:00,381793.763489024,True
199,86,CsypIF2PxhU,2023-12-19 02:08:38.446968576+00:00,2023-12-15 17:00:04+00:00,1500000,36,1860,Recently Trending,Entertainment,FR,203523,24000.0,985.0,True,"['Henry', 'Le Rire jaune', 'Kevin Tran', 'Henry Tran', 'Cyprien', 'Locklear', 'Squeezie', 'Gotaga', 'Doigby', 'Mastu', 'Amixem', 'LOAT', 'Joyca', 'Théodore', 'Amine', ""Amine m'a tué"", 'Francis Ngannou', 'SEB', 'A CONTRE COURANT', 'MMA', 'UFC', 'Jon Jones', 'La sueur', 'RMC SPORT', 'PFL', 'Tyson Fury', 'Boxing', 'Cameroune', 'Documentaire', 'Afrique', 'Seb la frite', 'Léna situation', 'Histoire', 'Mike Tyson', 'Mohammed Ali', 'Boxe anglaise', 'Ciryl Gane', 'Cedric Doumbe', 'Le Flash Back', 'Boxing Academy France']",2,2023-12-19 01:03:55.763489024+00:00,288231.763489024,True
200,87,AzmDNvoQc0g,2023-12-19 02:08:38.446968576+00:00,2023-12-14 23:01:09+00:00,2470000,37,207,Recently Trending,Music,FR,316892,6500.0,339.0,False,"['Djadja', 'Dinaz', 'Alpha', 'Hip hop', 'rap', 'carré music', 'allpoints', 'planète rap', 'Djadja dinaz', 'aïcha', 'elle est sensible']",2,2023-12-19 01:03:55.763489024+00:00,352966.763489024,True
201,88,jx2p0Z6ITuA,2023-12-19 02:08:38.446968576+00:00,2023-12-14 11:00:38+00:00,932000,38,194,Recently Trending,Music,FR,155347,6100.0,998.0,False,"['Rohff', 'Francis Aboikoni', 'Housni Mkouboi', 'Loyauté']",2,2023-12-19 01:03:55.763489024+00:00,396197.763489024,True
202,89,X3iJvZNDp9Y,2023-12-19 02:08:38.446968576+00:00,2023-12-02 11:00:27+00:00,602000,39,4750,Recently Trending,Entertainment,FR,1925053,90000.0,608.0,True,"['RASKA', 'Joyca', 'Djilsi', 'Maxime Biaggi', 'Le pire', 'vends ton skeud', 'mastu', 'michou', 'theodort']",2,2023-12-19 01:03:55.763489024+00:00,1433008.763489024,True
203,90,BOQ1FdoBBmI,2023-12-19 02:08:38.446968576+00:00,2023-12-16 08:59:24+00:00,850000,40,719,Recently Trending,Film & Animation,FR,249690,30000.0,1100.0,True,"['théorie', 'Chronik Fiction', 'Fabio Soares', 'Mike Zonnenberg', 'cinéma', 'web-série', 'série digitale', 'analyse', 'critique', 'film', 'chronique', 'berlin', 'lacasadepapel', 'netflix', 'berlin trailer', 'berlin bande annonce vf', 'berlin bande annonce fr']",2,2023-12-19 01:03:55.763489024+00:00,230671.763489024,True
204,91,UUYtl783ZS0,2023-12-19 02:08:38.446968576+00:00,2023-12-05 18:00:20+00:00,442000,41,7361,Recently Trending,Music,FR,841436,23000.0,696.0,True,"['humour', 'emission', 'lateshow', 'live', 'stream', 'streaming', 'interview', 'happening', 'maximebiaggi', 'grimkujow', 'twitch']",2,2023-12-19 01:03:55.763489024+00:00,1148615.763489024,True
205,92,M9p7xS8nKFg,2023-12-19 02:08:38.446968576+00:00,2023-12-17 22:05:56+00:00,985000,42,11341,Recently Trending,Sports,FR,229714,11000.0,166.0,True,"['foot', 'football', 'streaming', 'direct', 'match', 'sowdred', 'ligue 1', 'paris saint germain', 'paris sg', 'paris', 'psg', 'lille osc', 'lille', 'losc', 'psg lille', 'psg vs lille', 'lille psg', 'lille vs psg', 'lille paris', 'lille vs paris', 'lille paris sg', 'lille vs paris sg', 'losc psg', 'losc vs psg', 'losc paris', 'losc vs paris', 'match en direct', 'matche en direct', 'match en direct aujourd-hui', 'lille psg live', 'losc psg live', 'lille paris live', 'psg lille live', 'psg live', 'messi', 'amazon prime live', 'amazon prime', 'psg match', 'leo']",2,2023-12-19 01:03:55.763489024+00:00,97079.763489024,True
206,93,n_Dd7h_7cOM,2023-12-19 02:08:38.446968576+00:00,2023-12-15 17:00:47+00:00,987000,43,181,Recently Trending,Music,FR,272272,8300.0,171.0,False,"['filtré', 'timal filtré', 'timal gazo', 'gazo filtré', 'timal', 'timal caméléon', 'booba caméléon', 'timal booba', 'timal gazo filtré', 'timal booba caméléon', 'timal vatos', 'timal chien', 'sdm bolide allemand', 'timal la 15', 'timal la 16', 'timal la 14', 'Timal zed', 'zed timal', 'timal feat zed', 'zed feat timal', 'timal sur écoute', 'sur écoute timal', 'zed sur écoute', 'sur écoute zed', 'timal zed écoute', 'écoute zed timal', 'clip timal zed', 'timal zed clip', 'clip zed timal', 'zed timal clip', 'gazo timal', 'booba timal']",2,2023-12-19 01:03:55.763489024+00:00,288188.763489024,True
207,94,4R7vRFGJr3k,2023-12-19 02:08:38.446968576+00:00,2023-12-17 14:59:58+00:00,28400000,44,191,Recently Trending,Music,FR,4103900,460000.0,44000.0,True,"['JYP Entertainment', 'JYP', 'ITZY', '있지', 'イッチ', '예지', '리아', '류진', '채령', '유나', 'YEJI', 'LIA', 'RYUJIN', 'CHAERYEONG', 'YUNA', 'イェジ', 'リア', 'リュジン', 'チェリョン', 'ユナ', 'อิทจี', 'เยจี', 'ลีอา', 'รยูจิน', 'แชรยอง', 'ยูนา', 'ITZY VIDEOS', 'ITZY BEHIND', 'MV', 'ITZY MV', 'ITZY MUSIC VIDEOS', 'Teaser', 'ITZY Teaser', 'ITZY VLOG', 'VLOG', ""IT'z Different"", ""IT'z ICY"", ""IT'z ME"", 'Not Shy', 'GUESS WHO', 'CRAZY IN LOVE', 'DALLA DALLA', 'ICY', 'WANNABE', '마.피.아.IN THE MORNING', 'LOCO', 'ITZY?ITZY!', 'ITZY CHECKMATE', 'CHECKMATE', 'ITZY COMEBACK', 'SNEAKERS', 'Boys Like You', 'CHESHIRE', 'KILL MY DOUBT', 'CAKE', 'BORN TO BE']",2,2023-12-19 01:03:55.763489024+00:00,122637.763489024,True
208,95,7gA9o4myieI,2023-12-19 02:08:38.446968576+00:00,2023-12-10 17:00:10+00:00,270000,45,9940,Recently Trending,Comedy,FR,274308,6700.0,1000.0,True,"['Seb Mellia', 'Humour', 'stand up', 'sketch', 'one man show', 'spectacle', 'vlog', 'podcast', '4 comiques dans le vent', 'Seb Mellia ne perd jamais', 'impro', 'show', 'drole', 'humoriste', 'divertissement', 'émission', 'Jerome Niel', 'Maxime', 'Blandine Lehout', 'Quick n toast', 'bagarre', 'couple', 'Amsterdam', 'Japon', 'La Ferme Celebrité']",2,2023-12-19 01:03:55.763489024+00:00,720225.763489024,True
209,96,6f1Bg-fqBRg,2023-12-19 02:08:38.446968576+00:00,2023-12-17 10:00:12+00:00,367000,46,2566,Recently Trending,Entertainment,FR,126426,11000.0,436.0,True,"['one piece', 'one piece théorie', 'one piece theory', 'one', 'piece', 'theorie', 'one piece 1088', 'one piece chapitre', 'one piece spoil', 'Luffy', 'Nika', 'Gomu gomu no mi', 'hito hito no mi model nika', 'Joyboy', 'Haki', 'devil fruit', ""L'HISTOIRE DE LUFFY ET LA FIN DE ONE PIECE EXPLIQUÉE !"", 'Barbe Noire', 'Marshall D. teach', 'Teach vs Luffy', 'la disparition du gomu gomu no mi', 'Haki des rois', 'Luffy éveil', 'One Piece 1102', 'one piece review', 'Goji', 'anime', 'manga', 'Oda', 'iceberg one piece']",2,2023-12-19 01:03:55.763489024+00:00,140623.763489024,True
210,97,HRfFR2z35hk,2023-12-19 02:08:38.446968576+00:00,2023-12-17 11:30:09+00:00,1370000,0,58,Short,Gaming,FR,562414,60000.0,422.0,True,"['fortnite', 'zetfar', 'lama', 'aléatoire', 'challenge', 'défi', 'stuff', 'skins', 'wazz', 'manette', 'chapitre 5', 'halloween', 'skin', 'chapitre 4', 'chapitre 4 saison 4', 'découverte', 'chapitre 1', 'cache', 'pleasant', 'park', 'chapter 1', 'zetfarcup', 'zetfarcupzb', 'zetfarcupzb fortnite', 'sprint', 'escalade', 'turbo', 'build', 'ravitaillements', '1 unreal', 'vs', 'tous', 'les', 'modes', 'sur', 'scuf', 'envision', 'pro', 'cheater', 'inoxtag', 'faire', 'top', 'dans', 'pays', 'du', 'monde', 'combo', 'tryhard', 'cachettes', 'saison OG', 'lego', 'lego fortnite', 'emote', 'exclusive', '10 items', 'attendus']",2,2023-12-19 01:03:55.763489024+00:00,135226.763489024,True
211,98,6MXIRMi1tS8,2023-12-19 02:08:38.446968576+00:00,2023-12-17 09:00:08+00:00,31100,1,60,Short,People & Blogs,FR,341593,24000.0,93.0,False,,2,2023-12-19 01:03:55.763489024+00:00,144227.763489024,True
212,99,ZjrQ11eSsJY,2023-12-19 02:08:38.446968576+00:00,2023-12-17 09:11:34+00:00,313000,2,60,Short,Science & Technology,FR,232699,18000.0,106.0,True,,2,2023-12-19 01:03:55.763489024+00:00,143541.763489024,True
213,100,9P6xy-AC9Is,2023-12-19 02:08:38.446968576+00:00,2023-12-17 12:41:14+00:00,1980000,3,42,Short,Entertainment,FR,229855,15000.0,21.0,True,,2,2023-12-19 01:03:55.763489024+00:00,130961.763489024,True
214,101,r1R7JgStaBw,2023-12-19 02:08:38.446968576+00:00,2023-12-17 11:30:20+00:00,40900,4,47,Short,Gaming,FR,188157,10000.0,9.0,False,"['minecraft', 'minecraft ninjaxx', 'ninjaxx', 'ninjax', 'unchained', 'unchained_off', 'unchained off', 'fortnite', 'gaming', 'mise à jour', 'fortnite mise à jour', 'vbucks', 'unchained minecraft', 'mc', 'fuze', 'troll minecraft', 'noob minecraft', 'aventure', 'fuze 3', 'minecraft mais', 'minecraft fr', 'cheat', 'cheat minecraft', 'tnt minecraft', 'mrbeast', 'mode', 'mode minecraft', 'bombe nucléaire', '100 tnt', 'golem']",2,2023-12-19 01:03:55.763489024+00:00,135215.763489024,True
215,102,DO3dTP9h6ho,2023-12-19 02:08:38.446968576+00:00,2023-12-17 12:10:00+00:00,134000,5,29,Short,Gaming,FR,141878,16000.0,42.0,False,"['minecraft', 'minecraft shorts', 'minecraft short', 'minecraft tuto', 'minecraft easy tuto', 'minecraft shorts tuto', 'minecraft easy shorts', 'minecraft tuto short', 'minecraft tutoriel', 'minecraft survival tuto', 'minecraft astuce', 'minecraft astuce shorts', 'minecraft astuce short', 'minecraft astuce débutant', 'minecraft funny', 'minecraft memes', 'minecraft meme', 'easycraft', 'seed cheat minecraft', 'stuff cheat seed minecraft', 'minecraft seed speedrun']",2,2023-12-19 01:03:55.763489024+00:00,132835.763489024,True
216,103,koGrjBe5kFE,2023-12-19 02:08:38.446968576+00:00,2023-12-17 10:00:34+00:00,31100,6,60,Short,People & Blogs,FR,186389,13000.0,78.0,False,,2,2023-12-19 01:03:55.763489024+00:00,140601.763489024,True
