,videoId,scanTimestamp,videoExactPublishDate,creatorSubscriberNumber,videoTrendsRanking,videoLengthSeconds,videoType,videoCategory,trendingCountry,exactViewNumber,numberLikes,numberOfComments,isCreatorVerified,videoKeywords,Epoch
77,xu27rO4j1zc,1702971120.1949413,2023-12-15T09:00:07-08:00,352K subscribers,27,180,Recently Trending,Music,FR,"461,394 views",8.3K,266,False,"['we renoi', 'WE RENOI', 'We Renoi - Guadalajara (Clip Officiel)', 'WE RENOI 2021', 'we renoi 2021', 'we renoi officiel', 'we renoi clip', 'we renoi rap français', 'we renoi nouveauté rap', 'we renoi rap', 'we renoi clip rap français', 'we renoi video clip']",7
78,Ap7qPHeZcgM,1702971120.1949413,2023-12-16T23:18:06-08:00,1.38M subscribers,28,481,Recently Trending,Entertainment,FR,"329,443 views",5K,357,False,"['colby covington', 'donald trump', 'droitufc', 'leon edwards', 'mma', 'sports de combat', 'ufc']",7
79,Rk8rSD1ryeI,1702971120.1949413,2023-12-13T10:00:18-08:00,342K subscribers,29,2562,Recently Trending,Entertainment,FR,"318,720 views",17K,1.2K,False,,7
80,QXFuHrFzeiQ,1702971120.1949413,2023-12-03T04:05:17-08:00,5.94M subscribers,30,2753,Recently Trending,Entertainment,FR,"2,330,121 views",143K,2.4K,True,"['Joyca', 'video', 'reaction', 'Français', 'blindtest', 'moyen age', 'medieval', 'seb', 'sofyan', 'musique']",7
81,vvnlLGFv2mI,1702971120.1949413,2023-12-17T03:00:45-08:00,1.54M subscribers,31,2208,Recently Trending,Autos & Vehicles,FR,"601,063 views",43K,1.2K,True,,7
82,SG065LnQ08Q,1702971120.1949413,2023-12-16T10:02:38-08:00,688K subscribers,32,1941,Recently Trending,Entertainment,FR,"196,150 views",14K,201,True,"['billy', 'rebeudeter', 'jeu', 'jeux', 'horreur', 'fears', 'to', 'fantom', 'fathom', 'live', 'twitch', 'rediff', 'rediffusion', 'react']",7
83,yXuEz2Az0Pw,1702971120.1949413,2023-12-13T07:15:04-08:00,475K subscribers,33,1104,Recently Trending,Gaming,FR,"326,781 views",26K,644,True,"['Savun', 'Test en carton', 'TEC', 'avis', 'critique', 'review', 'savun', 'vayke', 'test', 'tec', 'test en carton', 'video test', 'ajestic', 'test dark souls', 'dark souls 3', 'dark souls 2', 'test starfield', 'avis starfield', 'starfield', 'bethesda', 'tod howard', 'todd howard', 'skyrim', 'fallout', 'ovlibion', 'xbox', 'phil spencer', 'microsoft', 'xbox series x', 'xbox series', 'playstation', 'PS5', 'playstation 5']",7
84,FuNLTys8xtQ,1702971120.1949413,2023-12-17T07:41:08-08:00,2.51M subscribers,34,390,Recently Trending,Comedy,FR,"310,603 views",39K,624,True,"['kevin tran', 'kevin tran 陈科伟', 'rire jaune', 'le rire jaune', 'show jaune', 'le show jaune', 'kevin tran empereur', 'henry tran', 'cuisine', 'après mes toilettes', 'après mes toilettes ma cuisine', 'kevin tran cuisine', 'présentation de ma cuisine', 'cuisine tour', 'kitchen tour']",7
85,nxZsomptNw0,1702971120.1949413,2023-12-14T07:00:42-08:00,886K subscribers,35,157,Recently Trending,Music,FR,"538,647 views",13K,438,False,,7
86,CsypIF2PxhU,1702971120.1949413,2023-12-15T09:00:04-08:00,1.5M subscribers,36,1860,Recently Trending,Entertainment,FR,"204,660 views",25K,991,True,"['Henry', 'Le Rire jaune', 'Kevin Tran', 'Henry Tran', 'Cyprien', 'Locklear', 'Squeezie', 'Gotaga', 'Doigby', 'Mastu', 'Amixem', 'LOAT', 'Joyca', 'Théodore', 'Amine', ""Amine m'a tué"", 'Francis Ngannou', 'SEB', 'A CONTRE COURANT', 'MMA', 'UFC', 'Jon Jones', 'La sueur', 'RMC SPORT', 'PFL', 'Tyson Fury', 'Boxing', 'Cameroune', 'Documentaire', 'Afrique', 'Seb la frite', 'Léna situation', 'Histoire', 'Mike Tyson', 'Mohammed Ali', 'Boxe anglaise', 'Ciryl Gane', 'Cedric Doumbe', 'Le Flash Back', 'Boxing Academy France']",7
87,AzmDNvoQc0g,1702971120.1949413,2023-12-14T15:01:09-08:00,2.47M subscribers,37,207,Recently Trending,Music,FR,"318,286 views",6.5K,340,False,"['Djadja', 'Dinaz', 'Alpha', 'Hip hop', 'rap', 'carré music', 'allpoints', 'planète rap', 'Djadja dinaz', 'aïcha', 'elle est sensible']",7
88,jx2p0Z6ITuA,1702971120.1949413,2023-12-14T03:00:38-08:00,932K subscribers,38,194,Recently Trending,Music,FR,"156,785 views",6.2K,1K,False,"['Rohff', 'Francis Aboikoni', 'Housni Mkouboi', 'Loyauté']",7
89,X3iJvZNDp9Y,1702971120.1949413,2023-12-02T03:00:27-08:00,602K subscribers,39,4750,Recently Trending,Entertainment,FR,"1,927,017 views",90K,608,True,"['RASKA', 'Joyca', 'Djilsi', 'Maxime Biaggi', 'Le pire', 'vends ton skeud', 'mastu', 'michou', 'theodort']",7
90,BOQ1FdoBBmI,1702971120.1949413,2023-12-16T00:59:24-08:00,850K subscribers,40,719,Recently Trending,Film & Animation,FR,"251,270 views",30K,1.2K,True,"['théorie', 'Chronik Fiction', 'Fabio Soares', 'Mike Zonnenberg', 'cinéma', 'web-série', 'série digitale', 'analyse', 'critique', 'film', 'chronique', 'berlin', 'lacasadepapel', 'netflix', 'berlin trailer', 'berlin bande annonce vf', 'berlin bande annonce fr']",7
91,UUYtl783ZS0,1702971120.1949413,2023-12-05T10:00:20-08:00,442K subscribers,41,7361,Recently Trending,Music,FR,"842,810 views",23K,697,True,"['humour', 'emission', 'lateshow', 'live', 'stream', 'streaming', 'interview', 'happening', 'maximebiaggi', 'grimkujow', 'twitch']",7
92,n_Dd7h_7cOM,1702971120.1949413,2023-12-15T09:00:47-08:00,987K subscribers,42,181,Recently Trending,Music,FR,"274,206 views",8.3K,172,False,"['filtré', 'timal filtré', 'timal gazo', 'gazo filtré', 'timal', 'timal caméléon', 'booba caméléon', 'timal booba', 'timal gazo filtré', 'timal booba caméléon', 'timal vatos', 'timal chien', 'sdm bolide allemand', 'timal la 15', 'timal la 16', 'timal la 14', 'Timal zed', 'zed timal', 'timal feat zed', 'zed feat timal', 'timal sur écoute', 'sur écoute timal', 'zed sur écoute', 'sur écoute zed', 'timal zed écoute', 'écoute zed timal', 'clip timal zed', 'timal zed clip', 'clip zed timal', 'zed timal clip', 'gazo timal', 'booba timal']",7
93,4R7vRFGJr3k,1702971120.1949413,2023-12-17T06:59:58-08:00,28.4M subscribers,43,191,Recently Trending,Music,FR,"4,370,922 views",470K,45K,True,"['JYP Entertainment', 'JYP', 'ITZY', '있지', 'イッチ', '예지', '리아', '류진', '채령', '유나', 'YEJI', 'LIA', 'RYUJIN', 'CHAERYEONG', 'YUNA', 'イェジ', 'リア', 'リュジン', 'チェリョン', 'ユナ', 'อิทจี', 'เยจี', 'ลีอา', 'รยูจิน', 'แชรยอง', 'ยูนา', 'ITZY VIDEOS', 'ITZY BEHIND', 'MV', 'ITZY MV', 'ITZY MUSIC VIDEOS', 'Teaser', 'ITZY Teaser', 'ITZY VLOG', 'VLOG', ""IT'z Different"", ""IT'z ICY"", ""IT'z ME"", 'Not Shy', 'GUESS WHO', 'CRAZY IN LOVE', 'DALLA DALLA', 'ICY', 'WANNABE', '마.피.아.IN THE MORNING', 'LOCO', 'ITZY?ITZY!', 'ITZY CHECKMATE', 'CHECKMATE', 'ITZY COMEBACK', 'SNEAKERS', 'Boys Like You', 'CHESHIRE', 'KILL MY DOUBT', 'CAKE', 'BORN TO BE']",7
94,6f1Bg-fqBRg,1702971120.1949413,2023-12-17T02:00:12-08:00,367K subscribers,44,2566,Recently Trending,Entertainment,FR,"129,893 views",11K,441,True,"['one piece', 'one piece théorie', 'one piece theory', 'one', 'piece', 'theorie', 'one piece 1088', 'one piece chapitre', 'one piece spoil', 'Luffy', 'Nika', 'Gomu gomu no mi', 'hito hito no mi model nika', 'Joyboy', 'Haki', 'devil fruit', ""L'HISTOIRE DE LUFFY ET LA FIN DE ONE PIECE EXPLIQUÉE !"", 'Barbe Noire', 'Marshall D. teach', 'Teach vs Luffy', 'la disparition du gomu gomu no mi', 'Haki des rois', 'Luffy éveil', 'One Piece 1102', 'one piece review', 'Goji', 'anime', 'manga', 'Oda', 'iceberg one piece']",7
95,7gA9o4myieI,1702971120.1949413,2023-12-10T09:00:10-08:00,270K subscribers,45,9940,Recently Trending,Comedy,FR,"277,053 views",6.7K,1K,True,"['Seb Mellia', 'Humour', 'stand up', 'sketch', 'one man show', 'spectacle', 'vlog', 'podcast', '4 comiques dans le vent', 'Seb Mellia ne perd jamais', 'impro', 'show', 'drole', 'humoriste', 'divertissement', 'émission', 'Jerome Niel', 'Maxime', 'Blandine Lehout', 'Quick n toast', 'bagarre', 'couple', 'Amsterdam', 'Japon', 'La Ferme Celebrité']",7
96,n4hyVsz7FMA,1702971120.1949413,2023-12-17T01:00:27-08:00,2.43M subscribers,46,2988,Recently Trending,Entertainment,FR,"115,371 views",10K,332,True,"['horia', 'youtubeuse', 'true crime', 'thread horreur', 'Horia horreur', 'horroria', 'histoire horreur', 'la sombre histoire de', 'sombre histoire Horia', 'Lady Diana', 'la sombre histoire de lady diana', 'sombre histoire lady diana', 'lady diana reportage', 'lady diana documentaire', 'famille royale', 'prince charles', 'reine elisabeth', 'aromazone', 'skincare', 'mystère', 'étrange', 'lady diana mystère', 'histoire de lady diana', 'lady di', 'princesse diana', 'théories', 'lady diana théories', 'affaire', 'histoire lady di']",7
97,HRfFR2z35hk,1702971120.1949413,2023-12-17T03:30:09-08:00,1.37M subscribers,0,58,Short,Gaming,FR,"567,277 views",61K,430,True,"['fortnite', 'zetfar', 'lama', 'aléatoire', 'challenge', 'défi', 'stuff', 'skins', 'wazz', 'manette', 'chapitre 5', 'halloween', 'skin', 'chapitre 4', 'chapitre 4 saison 4', 'découverte', 'chapitre 1', 'cache', 'pleasant', 'park', 'chapter 1', 'zetfarcup', 'zetfarcupzb', 'zetfarcupzb fortnite', 'sprint', 'escalade', 'turbo', 'build', 'ravitaillements', '1 unreal', 'vs', 'tous', 'les', 'modes', 'sur', 'scuf', 'envision', 'pro', 'cheater', 'inoxtag', 'faire', 'top', 'dans', 'pays', 'du', 'monde', 'combo', 'tryhard', 'cachettes', 'saison OG', 'lego', 'lego fortnite', 'emote', 'exclusive', '10 items', 'attendus']",7
98,6MXIRMi1tS8,1702971120.1949413,2023-12-17T01:00:08-08:00,31.8K subscribers,1,60,Short,People & Blogs,FR,"350,855 views",25K,96,False,,7
99,ZjrQ11eSsJY,1702971120.1949413,2023-12-17T01:11:34-08:00,313K subscribers,2,60,Short,Science & Technology,FR,"239,454 views",19K,110,True,,7
100,r1R7JgStaBw,1702971120.1949413,2023-12-17T03:30:20-08:00,41K subscribers,3,47,Short,Gaming,FR,"190,788 views",11K,10,False,"['minecraft', 'minecraft ninjaxx', 'ninjaxx', 'ninjax', 'unchained', 'unchained_off', 'unchained off', 'fortnite', 'gaming', 'mise à jour', 'fortnite mise à jour', 'vbucks', 'unchained minecraft', 'mc', 'fuze', 'troll minecraft', 'noob minecraft', 'aventure', 'fuze 3', 'minecraft mais', 'minecraft fr', 'cheat', 'cheat minecraft', 'tnt minecraft', 'mrbeast', 'mode', 'mode minecraft', 'bombe nucléaire', '100 tnt', 'golem']",7
101,9P6xy-AC9Is,1702971120.1949413,2023-12-17T04:41:14-08:00,1.98M subscribers,4,42,Short,Entertainment,FR,"231,815 views",16K,21,True,,7
102,DO3dTP9h6ho,1702971120.1949413,2023-12-17T04:10:00-08:00,134K subscribers,5,29,Short,Gaming,FR,"143,235 views",16K,43,False,"['minecraft', 'minecraft shorts', 'minecraft short', 'minecraft tuto', 'minecraft easy tuto', 'minecraft shorts tuto', 'minecraft easy shorts', 'minecraft tuto short', 'minecraft tutoriel', 'minecraft survival tuto', 'minecraft astuce', 'minecraft astuce shorts', 'minecraft astuce short', 'minecraft astuce débutant', 'minecraft funny', 'minecraft memes', 'minecraft meme', 'easycraft', 'seed cheat minecraft', 'stuff cheat seed minecraft', 'minecraft seed speedrun']",7
103,koGrjBe5kFE,1702971120.1949413,2023-12-17T02:00:34-08:00,31.8K subscribers,6,60,Short,People & Blogs,FR,"191,089 views",14K,80,False,,7
104,67rSnZKLef0,1702971120.1949413,2023-12-17T09:00:04-08:00,327K subscribers,7,58,Short,People & Blogs,FR,"73,006 views",5K,66,True,,7
105,3mHwQzN2Po4,1702971120.1949413,2023-12-16T09:31:09-08:00,1.77M subscribers,8,52,Short,People & Blogs,FR,"463,181 views",26K,84,True,,7
106,BSop5zkR7KY,1702971120.1949413,2023-12-17T10:38:20-08:00,1.01M subscribers,9,15,Short,Comedy,FR,"85,044 views",7.8K,120,True,,7
107,_Q4pcR5H2OE,1702971120.1949413,2023-12-16T01:30:17-08:00,290K subscribers,10,60,Short,Entertainment,FR,"451,293 views",73K,613,True,,7
108,iFDN9N-GIrw,1702971120.1949413,2023-12-16T02:05:05-08:00,751K subscribers,11,60,Short,Entertainment,FR,"684,282 views",Like,484,True,,7
109,9AYGP5imeWk,1702971120.1949413,2023-12-16T07:02:32-08:00,321K subscribers,12,60,Short,Entertainment,FR,"408,654 views",23K,37,True,,7
110,IMsEt4YBF3Q,1702971120.1949413,2023-12-16T09:20:20-08:00,22.9K subscribers,13,42,Short,Gaming,FR,"258,762 views",17K,33,False,,7
111,_6YR8xmqEFw,1702971120.1949413,2023-12-17T04:30:10-08:00,78.7K subscribers,14,48,Short,Sports,FR,"118,273 views",5.2K,24,False,,7
